id,status,quantity,box__id,observation
751,COM,,751,planilla excel 2023
752,COM,,752,planilla excel 2023
753,COM,,753,planilla excel 2023
754,COM,,754,planilla excel 2023
755,COM,,755,planilla excel 2023
756,COM,,756,planilla excel 2023
757,COM,,757,planilla excel 2023
758,COM,,758,planilla excel 2023
759,COM,,759,planilla excel 2023
760,COM,,760,planilla excel 2023
761,COM,,761,planilla excel 2023
762,COM,,762,planilla excel 2023
763,COM,,763,planilla excel 2023
764,COM,,764,planilla excel 2023
765,COM,,765,planilla excel 2023
766,COM,,766,planilla excel 2023
767,COM,,767,planilla excel 2023
768,COM,,768,planilla excel 2023
769,COM,,769,planilla excel 2023
770,COM,,770,planilla excel 2023
771,COM,,771,planilla excel 2023
772,COM,,772,planilla excel 2023
773,COM,,773,planilla excel 2023
774,COM,,774,planilla excel 2023
775,COM,,775,planilla excel 2023
776,COM,,776,planilla excel 2023
777,COM,,777,planilla excel 2023
778,COM,,778,planilla excel 2023
779,COM,,779,planilla excel 2023
780,COM,,780,planilla excel 2023
781,COM,,781,planilla excel 2023
782,COM,,782,planilla excel 2023
783,COM,,783,planilla excel 2023
784,COM,,784,planilla excel 2023
785,COM,,785,planilla excel 2023
786,COM,,786,planilla excel 2023
787,COM,,787,planilla excel 2023
788,COM,,788,planilla excel 2023
789,COM,,789,planilla excel 2023
790,COM,,790,planilla excel 2023
791,COM,,791,planilla excel 2023
792,COM,,792,planilla excel 2023
793,COM,,793,planilla excel 2023
794,COM,,794,planilla excel 2023
795,COM,,795,planilla excel 2023
796,COM,,796,planilla excel 2023
797,COM,,797,planilla excel 2023
798,COM,,798,planilla excel 2023
799,COM,,799,planilla excel 2023
800,COM,,800,planilla excel 2023
801,COM,,801,planilla excel 2023
802,COM,,802,planilla excel 2023
803,COM,,803,planilla excel 2023
804,COM,,804,planilla excel 2023
805,COM,,805,planilla excel 2023
806,COM,,806,planilla excel 2023
807,COM,,807,planilla excel 2023
808,COM,,808,planilla excel 2023
809,COM,,809,planilla excel 2023
810,COM,,810,planilla excel 2023
811,COM,,811,planilla excel 2023
812,COM,,812,planilla excel 2023
813,COM,,813,planilla excel 2023
814,COM,,814,planilla excel 2023
815,COM,,815,planilla excel 2023
816,COM,,816,planilla excel 2023
817,COM,,817,planilla excel 2023
818,COM,,818,planilla excel 2023
